order_id,customer_id,product_id,order_timestamp,quantity,unit_price,discount_pct,status,updated_at,pipeline_run_id,staged_at_utc,quarantine_reason,source_entity
O0015337,C02808,P0078,2025-09-09 16:25:00+00:00,2,891.43,0.1,PAID,2025-09-11 00:25:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0003907,C00804,P0078,2025-09-02 15:58:00+00:00,6,417.04,0.05,PACKED,2025-09-03 01:58:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0025882,C02061,P0078,2025-08-30 16:11:00+00:00,8,791.6,0.0,DELIVERED,2025-09-01 07:11:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0004796,C01875,P0078,2025-08-22 17:46:00+00:00,5,464.87,0.0,DELIVERED,2025-08-23 01:46:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0009114,C00069,P0078,2025-08-09 21:21:00+00:00,5,349.84,0.0,DELIVERED,2025-08-10 18:21:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0028129,C01636,P0078,2025-07-26 12:05:00+00:00,5,530.35,0.05,DELIVERED,2025-07-27 18:05:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0004758,C00503,P0078,2025-07-21 06:24:00+00:00,2,685.65,0.0,CANCELLED,2025-07-22 14:24:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0028332,C01393,P0078,2025-07-13 02:18:00+00:00,7,258.01,0.0,CANCELLED,2025-07-15 21:18:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0014035,C00659,P0078,2025-07-05 18:35:00+00:00,2,653.55,0.15,PENDING,2025-07-07 03:35:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0038566,C01014,P0078,2025-07-02 02:21:00+00:00,8,349.78,0.05,PACKED,2025-07-03 16:21:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0005571,C01841,P0078,2025-06-27 02:54:00+00:00,8,382.36,0.1,CANCELLED,2025-06-28 17:54:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0008613,C01207,P0078,2025-06-27 19:42:00+00:00,8,213.28,0.0,CANCELLED,2025-06-28 10:42:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0048242,C00862,P0078,2025-06-19 23:30:00+00:00,5,986.03,0.05,PAID,2025-06-20 10:30:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0045601,C02416,P0078,2025-06-13 12:18:00+00:00,4,429.99,0.0,PAID,2025-06-14 01:18:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0030091,C01518,P0078,2025-06-07 09:21:00+00:00,5,650.01,0.1,CANCELLED,2025-06-09 13:21:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0046582,C01442,P0078,2025-06-03 23:13:00+00:00,8,814.66,0.15,DELIVERED,2025-06-06 17:13:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0000204,C00912,P0078,2025-06-01 19:42:00+00:00,7,669.78,0.15,DELIVERED,2025-06-02 18:42:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0044967,C01196,P0078,2025-05-27 05:20:00+00:00,7,773.06,0.0,PACKED,2025-05-28 08:20:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0003896,C02762,P0078,2025-05-01 20:00:00+00:00,5,768.19,0.05,DELIVERED,2025-05-03 06:00:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0014953,C02189,P0078,2025-04-30 03:40:00+00:00,2,471.0,0.0,PAID,2025-05-01 23:40:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0005700,C00291,P0078,2025-04-26 00:25:00+00:00,6,953.49,0.0,CANCELLED,2025-04-26 16:25:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0038164,C02275,P0078,2025-04-14 06:25:00+00:00,8,206.14,0.05,PAID,2025-04-15 12:25:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0049729,C01326,P0078,2025-04-03 10:42:00+00:00,5,441.16,0.0,PACKED,2025-04-04 08:42:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0047170,C01971,P0078,2025-04-01 08:38:00+00:00,5,499.38,0.15,PENDING,2025-04-02 20:38:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0000444,C02032,P0078,2025-03-30 12:17:00+00:00,7,816.09,0.05,PENDING,2025-04-01 02:17:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0024656,C01912,P0078,2025-03-25 20:02:00+00:00,1,616.27,0.15,DELIVERED,2025-03-28 06:02:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0045301,C01423,P0078,2025-03-12 04:31:00+00:00,7,205.51,0.15,CANCELLED,2025-03-14 23:31:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0019305,C02740,P0078,2025-03-01 21:01:00+00:00,8,480.31,0.05,DELIVERED,2025-03-04 04:01:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0027758,C02088,P0078,2025-02-18 08:30:00+00:00,4,650.41,0.15,SHIPPED,2025-02-20 17:30:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0021432,C02293,P0078,2025-02-01 15:54:00+00:00,2,525.12,0.0,PENDING,2025-02-03 16:54:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0005097,C01862,P0078,2025-02-02 03:37:00+00:00,5,790.16,0.0,PENDING,2025-02-02 14:37:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0048363,C01340,P0078,2025-01-27 04:51:00+00:00,6,707.57,0.1,CANCELLED,2025-01-27 07:51:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0047581,C01346,P0078,2025-01-23 03:39:00+00:00,3,253.41,0.15,PACKED,2025-01-23 05:39:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0021159,C02274,P0078,2025-01-20 05:15:00+00:00,3,968.34,0.15,PACKED,2025-01-21 15:15:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0011714,C01685,P0078,2025-01-15 04:21:00+00:00,6,810.65,0.15,PENDING,2025-01-17 22:21:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0012842,C02466,P0078,2025-01-13 19:22:00+00:00,4,300.63,0.1,PAID,2025-01-16 12:22:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0041595,C01602,P0078,2025-01-10 18:31:00+00:00,4,708.96,0.05,CANCELLED,2025-01-11 00:31:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
O0023192,C01399,P0078,2025-01-03 09:43:00+00:00,2,212.65,0.0,SHIPPED,2025-01-05 00:43:00+00:00,run_20260922T173739Z_efe2512e,2026-09-22T17:37:42.330158+00:00,orphan_product,orders
